2025-06-08,09-57-27,6843a488a78f7728a339dd75,Z5S8R5,AUS,87,347,2025-06-08_09-57-27_Z5S8R5.jpg,LEAVING
2025-06-08,09-57-27,6843a488a78f7728a339dd75,Q9I9H7,AUS,81,332,2025-06-08_09-57-27_Q9I9H7.jpg,APPROACHING
2025-06-08,09-57-27,6843a488a78f7728a339dd75,N5R5M1,AUS,83,283,2025-06-08_09-57-27_N5R5M1.jpg,APPROACHING
2025-06-08,09-57-27,6843a488a78f7728a339dd75,I7S6W1,AUS,86,98,2025-06-08_09-57-27_I7S6W1.jpg,LEAVING
2025-06-08,09-57-27,6843a488a78f7728a339dd75,I6W9T5,AUS,99,78,2025-06-08_09-57-27_I6W9T5.jpg,APPROACHING
2025-06-08,09-57-27,6843a488a78f7728a339dd75,S2C2P6,AUS,94,1,2025-06-08_09-57-27_S2C2P6.jpg,APPROACHING
2025-06-08,09-57-27,6843a488a78f7728a339dd75,W9G7R2,AUS,93,314,2025-06-08_09-57-27_W9G7R2.jpg,APPROACHING
2025-06-08,09-57-27,6843a488a78f7728a339dd75,U9Z7E1,AUS,89,107,2025-06-08_09-57-27_U9Z7E1.jpg,LEAVING
2025-06-08,09-57-27,6843a488a78f7728a339dd75,V2K1Z4,AUS,82,326,2025-06-08_09-57-27_V2K1Z4.jpg,LEAVING
2025-06-08,09-57-27,6843a488a78f7728a339dd75,O3O4T6,AUS,93,250,2025-06-08_09-57-27_O3O4T6.jpg,LEAVING
2025-06-08,09-57-27,6843a488a78f7728a339dd75,B6U3K2,AUS,92,267,2025-06-08_09-57-27_B6U3K2.jpg,LEAVING
2025-06-08,09-57-27,6843a488a78f7728a339dd75,I9K7I7,AUS,81,198,2025-06-08_09-57-27_I9K7I7.jpg,LEAVING
2025-06-08,09-57-27,6843a488a78f7728a339dd75,P0T4G8,AUS,96,10,2025-06-08_09-57-27_P0T4G8.jpg,LEAVING
2025-06-08,09-57-27,6843a488a78f7728a339dd75,M5J7L7,AUS,85,218,2025-06-08_09-57-27_M5J7L7.jpg,LEAVING
2025-06-08,09-57-27,6843a488a78f7728a339dd75,B8Y6L1,AUS,88,222,2025-06-08_09-57-27_B8Y6L1.jpg,LEAVING
2025-06-08,09-57-27,6843a488a78f7728a339dd75,F1H8V2,AUS,80,319,2025-06-08_09-57-27_F1H8V2.jpg,LEAVING
2025-06-08,09-57-28,6843a488a78f7728a339dd75,Y1O1Q4,AUS,88,247,2025-06-08_09-57-28_Y1O1Q4.jpg,LEAVING
2025-06-08,09-57-28,6843a488a78f7728a339dd75,A4U8P5,AUS,95,247,2025-06-08_09-57-28_A4U8P5.jpg,LEAVING
2025-06-08,09-57-28,6843a488a78f7728a339dd75,G3Z1W3,AUS,83,9,2025-06-08_09-57-28_G3Z1W3.jpg,LEAVING
2025-06-08,09-57-28,6843a488a78f7728a339dd75,G5L4F3,AUS,94,110,2025-06-08_09-57-28_G5L4F3.jpg,LEAVING
2025-06-08,09-57-28,6843a488a78f7728a339dd75,C3E4N3,AUS,86,223,2025-06-08_09-57-28_C3E4N3.jpg,LEAVING
2025-06-08,09-57-28,6843a488a78f7728a339dd75,B2Q9B7,AUS,99,317,2025-06-08_09-57-28_B2Q9B7.jpg,LEAVING
2025-06-08,09-57-28,6843a488a78f7728a339dd75,G2O0M0,AUS,89,351,2025-06-08_09-57-28_G2O0M0.jpg,LEAVING
